division_code,division_title,subdivision_code,subdivision_title,group_code,group_title,class_code,class_title
D,"Electricity, Gas, Water and Waste Services",29,"Waste Collection, Treatment and Disposal Services",291,Waste Collection Services,2919,Other Waste Collection Services
D,"Electricity, Gas, Water and Waste Services",29,"Waste Collection, Treatment and Disposal Services",292,"Waste Treatment, Disposal and Remediation Services",2921,Waste Treatment and Disposal Services
D,"Electricity, Gas, Water and Waste Services",29,"Waste Collection, Treatment and Disposal Services",292,"Waste Treatment, Disposal and Remediation Services",2922,Waste Remediation and Materials Recovery Services
E,Construction,30,Building Construction,301,Residential Building Construction,3011,House Construction
E,Construction,30,Building Construction,301,Residential Building Construction,3019,Other Residential Building Construction
E,Construction,30,Building Construction,302,Non-Residential Building Construction,3020,Non-Residential Building Construction
E,Construction,31,Heavy and Civil Engineering Construction,310,Heavy and Civil Engineering Construction,3101,Road and Bridge Construction
E,Construction,31,Heavy and Civil Engineering Construction,310,Heavy and Civil Engineering Construction,3109,Other Heavy and Civil Engineering Construction
E,Construction,32,Construction Services,321,Land Development and Site Preparation Services,3211,Land Development and Subdivision
E,Construction,32,Construction Services,321,Land Development and Site Preparation Services,3212,Site Preparation Services
E,Construction,32,Construction Services,322,Building Structure Services,3221,Concreting Services
E,Construction,32,Construction Services,322,Building Structure Services,3222,Bricklaying Services
E,Construction,32,Construction Services,322,Building Structure Services,3223,Roofing Services
E,Construction,32,Construction Services,322,Building Structure Services,3224,Structural Steel Erection Services
E,Construction,32,Construction Services,323,Building Installation Services,3231,Plumbing Services
E,Construction,32,Construction Services,323,Building Installation Services,3232,Electrical Services
E,Construction,32,Construction Services,323,Building Installation Services,3233,Air Conditioning and Heating Services
E,Construction,32,Construction Services,323,Building Installation Services,3234,Fire and Security Alarm Installation Services
E,Construction,32,Construction Services,323,Building Installation Services,3239,Other Building Installation Services
E,Construction,32,Construction Services,324,Building Completion Services,3241,Plastering and Ceiling Services
E,Construction,32,Construction Services,324,Building Completion Services,3242,Carpentry Services
E,Construction,32,Construction Services,324,Building Completion Services,3243,Tiling and Carpeting Services
E,Construction,32,Construction Services,324,Building Completion Services,3244,Painting and Decorating Services
E,Construction,32,Construction Services,324,Building Completion Services,3245,Glazing Services
E,Construction,32,Construction Services,329,Other Construction Services,3291,Landscape Construction Services
E,Construction,32,Construction Services,329,Other Construction Services,3292,Hire of Construction Machinery with Operator
E,Construction,32,Construction Services,329,Other Construction Services,3299,Other Construction Services n.e.c.
F,Wholesale Trade,33,Basic Material Wholesaling,331,Agricultural Product Wholesaling,3311,Wool Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,331,Agricultural Product Wholesaling,3312,Cereal Grain Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,331,Agricultural Product Wholesaling,3319,Other Agricultural Product Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,332,"Mineral, Metal and Chemical Wholesaling",3321,Petroleum Product Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,332,"Mineral, Metal and Chemical Wholesaling",3322,Metal and Mineral Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,332,"Mineral, Metal and Chemical Wholesaling",3323,Industrial and Agricultural Chemical Product Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,333,Timber and Hardware Goods Wholesaling,3331,Timber Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,333,Timber and Hardware Goods Wholesaling,3332,Plumbing Goods Wholesaling
F,Wholesale Trade,33,Basic Material Wholesaling,333,Timber and Hardware Goods Wholesaling,3339,Other Hardware Goods Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,341,Specialised Industrial Machinery and Equipment Wholesaling,3411,Agricultural and Construction Machinery Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,341,Specialised Industrial Machinery and Equipment Wholesaling,3419,Other Specialised Industrial Machinery and Equipment Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,349,Other Machinery and Equipment Wholesaling,3491,Professional and Scientific Goods Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,349,Other Machinery and Equipment Wholesaling,3492,Computer and Computer Peripheral Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,349,Other Machinery and Equipment Wholesaling,3493,Telecommunication Goods Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,349,Other Machinery and Equipment Wholesaling,3494,Other Electrical and Electronic Goods Wholesaling
F,Wholesale Trade,34,Machinery and Equipment Wholesaling,349,Other Machinery and Equipment Wholesaling,3499,Other Machinery and Equipment Wholesaling n.e.c.
F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,350,Motor Vehicle and Motor Vehicle Parts Wholesaling,3501,Car Wholesaling
F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,350,Motor Vehicle and Motor Vehicle Parts Wholesaling,3502,Commercial Vehicle Wholesaling
F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,350,Motor Vehicle and Motor Vehicle Parts Wholesaling,3503,Trailer and Other Motor Vehicle Wholesaling
F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,350,Motor Vehicle and Motor Vehicle Parts Wholesaling,3504,Motor Vehicle New Parts Wholesaling
F,Wholesale Trade,35,Motor Vehicle and Motor Vehicle Parts Wholesaling,350,Motor Vehicle and Motor Vehicle Parts Wholesaling,3505,Motor Vehicle Dismantling and Used Parts Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3601,General Line Grocery Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3602,"Meat, Poultry and Smallgoods Wholesaling"
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3603,Dairy Produce Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3604,Fish and Seafood Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3605,Fruit and Vegetable Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3606,Liquor and Tobacco Product Wholesaling
F,Wholesale Trade,36,"Grocery, Liquor and Tobacco Product Wholesaling",360,"Grocery, Liquor and Tobacco Product Wholesaling",3609,Other Grocery Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,371,"Textile, Clothing and Footwear Wholesaling",3711,Textile Product Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,371,"Textile, Clothing and Footwear Wholesaling",3712,Clothing and Footwear Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,372,Pharmaceutical and Toiletry Goods Wholesaling,3720,Pharmaceutical and Toiletry Goods Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3731,Furniture and Floor Covering Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3732,Jewellery and Watch Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3733,Kitchen and Diningware Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3734,Toy and Sporting Goods Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3735,Book and Magazine Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3736,Paper Product Wholesaling
F,Wholesale Trade,37,Other Goods Wholesaling,373,"Furniture, Floor Covering and Other Goods Wholesaling",3739,Other Goods Wholesaling n.e.c.
F,Wholesale Trade,38,Commission-Based Wholesaling,380,Commission-Based Wholesaling,3800,Commission-Based Wholesaling
G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,391,Motor Vehicle Retailing,3911,Car Retailing
G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,391,Motor Vehicle Retailing,3912,Motor Cycle Retailing
G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,391,Motor Vehicle Retailing,3913,Trailer and Other Motor Vehicle Retailing
G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,392,Motor Vehicle Parts and Tyre Retailing,3921,Motor Vehicle Parts Retailing
G,Retail Trade,39,Motor Vehicle and Motor Vehicle Parts Retailing,392,Motor Vehicle Parts and Tyre Retailing,3922,Tyre Retailing
G,Retail Trade,40,Fuel Retailing,400,Fuel Retailing,4000,Fuel Retailing
G,Retail Trade,41,Food Retailing,411,Supermarket and Grocery Stores,4110,Supermarket and Grocery Stores
G,Retail Trade,41,Food Retailing,412,Specialised Food Retailing,4121,"Fresh Meat, Fish and Poultry Retailing"
G,Retail Trade,41,Food Retailing,412,Specialised Food Retailing,4122,Fruit and Vegetable Retailing
G,Retail Trade,41,Food Retailing,412,Specialised Food Retailing,4123,Liquor Retailing
G,Retail Trade,41,Food Retailing,412,Specialised Food Retailing,4129,Other Specialised Food Retailing
G,Retail Trade,42,Other Store-Based Retailing,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",4211,Furniture Retailing
G,Retail Trade,42,Other Store-Based Retailing,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",4212,Floor Coverings Retailing
G,Retail Trade,42,Other Store-Based Retailing,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",4213,Houseware Retailing
G,Retail Trade,42,Other Store-Based Retailing,421,"Furniture, Floor Coverings, Houseware and Textile Goods Retailing",4214,Manchester and Other Textile Goods Retailing
G,Retail Trade,42,Other Store-Based Retailing,422,Electrical and Electronic Goods Retailing,4221,"Electrical, Electronic and Gas Appliance Retailing"
G,Retail Trade,42,Other Store-Based Retailing,422,Electrical and Electronic Goods Retailing,4222,Computer and Computer Peripheral Retailing
G,Retail Trade,42,Other Store-Based Retailing,422,Electrical and Electronic Goods Retailing,4229,Other Electrical and Electronic Goods Retailing
G,Retail Trade,42,Other Store-Based Retailing,423,"Hardware, Building and Garden Supplies Retailing",4231,Hardware and Building Supplies Retailing
G,Retail Trade,42,Other Store-Based Retailing,423,"Hardware, Building and Garden Supplies Retailing",4232,Garden Supplies Retailing
G,Retail Trade,42,Other Store-Based Retailing,424,Recreational Goods Retailing,4241,Sport and Camping Equipment Retailing
G,Retail Trade,42,Other Store-Based Retailing,424,Recreational Goods Retailing,4242,Entertainment Media Retailing
G,Retail Trade,42,Other Store-Based Retailing,424,Recreational Goods Retailing,4243,Toy and Game Retailing
G,Retail Trade,42,Other Store-Based Retailing,424,Recreational Goods Retailing,4244,Newspaper and Book Retailing
G,Retail Trade,42,Other Store-Based Retailing,424,Recreational Goods Retailing,4245,Marine Equipment Retailing
G,Retail Trade,42,Other Store-Based Retailing,425,"Clothing, Footwear and Personal Accessory Retailing",4251,Clothing Retailing
G,Retail Trade,42,Other Store-Based Retailing,425,"Clothing, Footwear and Personal Accessory Retailing",4252,Footwear Retailing
G,Retail Trade,42,Other Store-Based Retailing,425,"Clothing, Footwear and Personal Accessory Retailing",4253,Watch and Jewellery Retailing
G,Retail Trade,42,Other Store-Based Retailing,425,"Clothing, Footwear and Personal Accessory Retailing",4259,Other Personal Accessory Retailing
G,Retail Trade,42,Other Store-Based Retailing,426,Department Stores,4260,Department Stores
G,Retail Trade,42,Other Store-Based Retailing,427,Pharmaceutical and Other Store-Based Retailing,4271,"Pharmaceutical, Cosmetic and Toiletry Goods Retailing"
G,Retail Trade,42,Other Store-Based Retailing,427,Pharmaceutical and Other Store-Based Retailing,4272,Stationery Goods Retailing
G,Retail Trade,42,Other Store-Based Retailing,427,Pharmaceutical and Other Store-Based Retailing,4273,Antique and Used Goods Retailing
G,Retail Trade,42,Other Store-Based Retailing,427,Pharmaceutical and Other Store-Based Retailing,4274,Flower Retailing
G,Retail Trade,42,Other Store-Based Retailing,427,Pharmaceutical and Other Store-Based Retailing,4279,Other Store-Based Retailing n.e.c.
G,Retail Trade,43,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,431,Non-Store Retailing,4310,Non-Store Retailing
G,Retail Trade,43,Non-Store Retailing and Retail Commission-Based Buying and/or Selling,432,Retail Commission-Based Buying and/or Selling,4320,Retail Commission-Based Buying and/or Selling
H,Accommodation and Food Services,44,Accommodation,440,Accommodation,4400,Accommodation
H,Accommodation and Food Services,45,Food and Beverage Services,451,"Cafes, Restaurants and Takeaway Food Services",4511,Cafes and Restaurants
H,Accommodation and Food Services,45,Food and Beverage Services,451,"Cafes, Restaurants and Takeaway Food Services",4512,Takeaway Food Services
H,Accommodation and Food Services,45,Food and Beverage Services,451,"Cafes, Restaurants and Takeaway Food Services",4513,Catering Services
H,Accommodation and Food Services,45,Food and Beverage Services,452,"Pubs, Taverns and Bars",4520,"Pubs, Taverns and Bars"
H,Accommodation and Food Services,45,Food and Beverage Services,453,Clubs (Hospitality),4530,Clubs (Hospitality)
I,"Transport, Postal and Warehousing",46,Road Transport,461,Road Freight Transport,4610,Road Freight Transport
I,"Transport, Postal and Warehousing",46,Road Transport,462,Road Passenger Transport,4621,Interurban and Rural Bus Transport
I,"Transport, Postal and Warehousing",46,Road Transport,462,Road Passenger Transport,4622,Urban Bus Transport (Including Tramway)
I,"Transport, Postal and Warehousing",46,Road Transport,462,Road Passenger Transport,4623,Taxi and Other Road Transport
I,"Transport, Postal and Warehousing",47,Rail Transport,471,Rail Freight Transport,4710,Rail Freight Transport
I,"Transport, Postal and Warehousing",47,Rail Transport,472,Rail Passenger Transport,4720,Rail Passenger Transport
I,"Transport, Postal and Warehousing",48,Water Transport,481,Water Freight Transport,4810,Water Freight Transport
I,"Transport, Postal and Warehousing",48,Water Transport,482,Water Passenger Transport,4820,Water Passenger Transport
I,"Transport, Postal and Warehousing",49,Air and Space Transport,490,Air and Space Transport,4900,Air and Space Transport
I,"Transport, Postal and Warehousing",50,Other Transport,501,Scenic and Sightseeing Transport,5010,Scenic and Sightseeing Transport
I,"Transport, Postal and Warehousing",50,Other Transport,502,Pipeline and Other Transport,5021,Pipeline Transport
I,"Transport, Postal and Warehousing",50,Other Transport,502,Pipeline and Other Transport,5029,Other Transport n.e.c.
I,"Transport, Postal and Warehousing",51,Postal and Courier Pick-up and Delivery Services,510,Postal and Courier Pick-up and Delivery Services,5101,Postal Services
I,"Transport, Postal and Warehousing",51,Postal and Courier Pick-up and Delivery Services,510,Postal and Courier Pick-up and Delivery Services,5102,Courier Pick-up and Delivery Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,521,Water Transport Support Services,5211,Stevedoring Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,521,Water Transport Support Services,5212,Port and Water Transport Terminal Operations
I,"Transport, Postal and Warehousing",52,Transport Support Services,521,Water Transport Support Services,5219,Other Water Transport Support Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,522,Airport Operations and Other Air Transport Support Services,5220,Airport Operations and Other Air Transport Support Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,529,Other Transport Support Services,5291,Customs Agency Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,529,Other Transport Support Services,5292,Freight Forwarding Services
I,"Transport, Postal and Warehousing",52,Transport Support Services,529,Other Transport Support Services,5299,Other Transport Support Services n.e.c.
I,"Transport, Postal and Warehousing",53,Warehousing and Storage Services,530,Warehousing and Storage Services,5301,Grain Storage Services
I,"Transport, Postal and Warehousing",53,Warehousing and Storage Services,530,Warehousing and Storage Services,5309,Other Warehousing and Storage Services
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),541,"Newspaper, Periodical, Book and Directory Publishing",5411,Newspaper Publishing
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),541,"Newspaper, Periodical, Book and Directory Publishing",5412,Magazine and Other Periodical Publishing
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),541,"Newspaper, Periodical, Book and Directory Publishing",5413,Book Publishing
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),541,"Newspaper, Periodical, Book and Directory Publishing",5414,Directory and Mailing List Publishing
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),541,"Newspaper, Periodical, Book and Directory Publishing",5419,"Other Publishing (except Software, Music and Internet)"
J,Information Media and Telecommunications,54,Publishing (except Internet and Music Publishing),542,Software Publishing,5420,Software Publishing
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,551,Motion Picture and Video Activities,5511,Motion Picture and Video Production
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,551,Motion Picture and Video Activities,5512,Motion Picture and Video Distribution
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,551,Motion Picture and Video Activities,5513,Motion Picture Exhibition
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,551,Motion Picture and Video Activities,5514,Post-production Services and Other Motion Picture and Video Activities
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,552,Sound Recording and Music Publishing,5521,Music Publishing
J,Information Media and Telecommunications,55,Motion Picture and Sound Recording Activities,552,Sound Recording and Music Publishing,5522,Music and Other Sound Recording Activities
J,Information Media and Telecommunications,56,Broadcasting (except Internet),561,Radio Broadcasting,5610,Radio Broadcasting
J,Information Media and Telecommunications,56,Broadcasting (except Internet),562,Television Broadcasting,5621,Free-to-Air Television Broadcasting
J,Information Media and Telecommunications,56,Broadcasting (except Internet),562,Television Broadcasting,5622,Cable and Other Subscription Broadcasting
J,Information Media and Telecommunications,57,Internet Publishing and Broadcasting,570,Internet Publishing and Broadcasting,5700,Internet Publishing and Broadcasting
J,Information Media and Telecommunications,58,Telecommunications Services,580,Telecommunications Services,5801,Wired Telecommunications Network Operation
J,Information Media and Telecommunications,58,Telecommunications Services,580,Telecommunications Services,5802,Other Telecommunications Network Operation
J,Information Media and Telecommunications,58,Telecommunications Services,580,Telecommunications Services,5809,Other Telecommunications Services
J,Information Media and Telecommunications,59,"Internet Service Providers, Web Search Portals and Data Processing Services",591,Internet Service Providers and Web Search Portals,5910,Internet Service Providers and Web Search Portals
J,Information Media and Telecommunications,59,"Internet Service Providers, Web Search Portals and Data Processing Services",592,"Data Processing, Web Hosting and Electronic Information Storage Services",5921,Data Processing and Web Hosting Services
J,Information Media and Telecommunications,59,"Internet Service Providers, Web Search Portals and Data Processing Services",592,"Data Processing, Web Hosting and Electronic Information Storage Services",5922,Electronic Information Storage Services
J,Information Media and Telecommunications,60,Library and Other Information Services,601,Libraries and Archives,6010,Libraries and Archives
J,Information Media and Telecommunications,60,Library and Other Information Services,602,Other Information Services,6020,Other Information Services
K,Financial and Insurance Services,62,Finance,621,Central Banking,6210,Central Banking
K,Financial and Insurance Services,62,Finance,622,Depository Financial Intermediation,6221,Banking
K,Financial and Insurance Services,62,Finance,622,Depository Financial Intermediation,6222,Building Society Operation
K,Financial and Insurance Services,62,Finance,622,Depository Financial Intermediation,6223,Credit Union Operation
K,Financial and Insurance Services,62,Finance,622,Depository Financial Intermediation,6229,Other Depository Financial Intermediation
K,Financial and Insurance Services,62,Finance,623,Non-Depository Financing,6230,Non-Depository Financing
K,Financial and Insurance Services,62,Finance,624,Financial Asset Investing,6240,Financial Asset Investing
K,Financial and Insurance Services,63,Insurance and Superannuation Funds,631,Life Insurance,6310,Life Insurance
K,Financial and Insurance Services,63,Insurance and Superannuation Funds,632,Health and General Insurance,6321,Health Insurance
K,Financial and Insurance Services,63,Insurance and Superannuation Funds,632,Health and General Insurance,6322,General Insurance
K,Financial and Insurance Services,63,Insurance and Superannuation Funds,633,Superannuation Funds,6330,Superannuation Funds
K,Financial and Insurance Services,64,Auxiliary Finance and Insurance Services,641,Auxiliary Finance and Investment Services,6411,Financial Asset Broking Services
K,Financial and Insurance Services,64,Auxiliary Finance and Insurance Services,641,Auxiliary Finance and Investment Services,6419,Other Auxiliary Finance and Investment Services
K,Financial and Insurance Services,64,Auxiliary Finance and Insurance Services,642,Auxiliary Insurance Services,6420,Auxiliary Insurance Services
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),661,Motor Vehicle and Transport Equipment Rental and Hiring,6611,Passenger Car Rental and Hiring
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),661,Motor Vehicle and Transport Equipment Rental and Hiring,6619,Other Motor Vehicle and Transport Equipment Rental and Hiring
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),662,Farm Animal and Bloodstock Leasing,6620,Farm Animal and Bloodstock Leasing
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),663,Other Goods and Equipment Rental and Hiring,6631,Heavy Machinery and Scaffolding Rental and Hiring
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),663,Other Goods and Equipment Rental and Hiring,6632,Video and Other Electronic Media Rental and Hiring
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),663,Other Goods and Equipment Rental and Hiring,6639,Other Goods and Equipment Rental and Hiring n.e.c.
L,"Rental, Hiring and Real Estate Services",66,Rental and Hiring Services (except Real Estate),664,Non-Financial Intangible Assets (Except Copyrights) Leasing,6640,Non-Financial Intangible Assets (Except Copyrights) Leasing
L,"Rental, Hiring and Real Estate Services",67,Property Operators and Real Estate Services,671,Property Operators,6711,Residential Property Operators
L,"Rental, Hiring and Real Estate Services",67,Property Operators and Real Estate Services,671,Property Operators,6712,Non-Residential Property Operators
L,"Rental, Hiring and Real Estate Services",67,Property Operators and Real Estate Services,672,Real Estate Services,6720,Real Estate Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",691,Scientific Research Services,6910,Scientific Research Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",692,"Architectural, Engineering and Technical Services",6921,Architectural Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",692,"Architectural, Engineering and Technical Services",6922,Surveying and Mapping Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",692,"Architectural, Engineering and Technical Services",6923,Engineering Design and Engineering Consulting Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",692,"Architectural, Engineering and Technical Services",6924,Other Specialised Design Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",692,"Architectural, Engineering and Technical Services",6925,Scientific Testing and Analysis Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",693,Legal and Accounting Services,6931,Legal Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",693,Legal and Accounting Services,6932,Accounting Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",694,Advertising Services,6940,Advertising Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",695,Market Research and Statistical Services,6950,Market Research and Statistical Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",696,Management and Related Consulting Services,6961,Corporate Head Office Management Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",696,Management and Related Consulting Services,6962,Management Advice and Related Consulting Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",697,Veterinary Services,6970,Veterinary Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",699,"Other Professional, Scientific and Technical Services",6991,Professional Photographic Services
M,"Professional, Scientific and Technical Services",69,"Professional, Scientific and Technical Services (Except Computer System Design and Related",699,"Other Professional, Scientific and Technical Services",6999,"Other Professional, Scientific and Technical Services n.e.c."
M,"Professional, Scientific and Technical Services",70,Computer System Design and Related Services,700,Computer System Design and Related Services,7000,Computer System Design and Related Services
N,Administrative and Support Services,72,Administrative Services,721,Employment Services,7211,Employment Placement and Recruitment Services
N,Administrative and Support Services,72,Administrative Services,721,Employment Services,7212,Labour Supply Services
N,Administrative and Support Services,72,Administrative Services,722,Travel Agency and Tour Arrangement Services,7220,Travel Agency and Tour Arrangement Services
N,Administrative and Support Services,72,Administrative Services,729,Other Administrative Services,7291,Office Administrative Services
N,Administrative and Support Services,72,Administrative Services,729,Other Administrative Services,7292,Document Preparation Services
N,Administrative and Support Services,72,Administrative Services,729,Other Administrative Services,7293,Credit Reporting and Debt Collection Services
N,Administrative and Support Services,72,Administrative Services,729,Other Administrative Services,7294,Call Centre Operation
N,Administrative and Support Services,72,Administrative Services,729,Other Administrative Services,7299,Other Administrative Services n.e.c.
N,Administrative and Support Services,73,"Building Cleaning, Pest Control and Other Support Services",731,"Building Cleaning, Pest Control and Gardening Services",7311,Building and Other Industrial Cleaning Services
N,Administrative and Support Services,73,"Building Cleaning, Pest Control and Other Support Services",731,"Building Cleaning, Pest Control and Gardening Services",7312,Building Pest Control Services
N,Administrative and Support Services,73,"Building Cleaning, Pest Control and Other Support Services",731,"Building Cleaning, Pest Control and Gardening Services",7313,Gardening Services
N,Administrative and Support Services,73,"Building Cleaning, Pest Control and Other Support Services",732,Packaging Services,7320,Packaging Services
O,Public Administration and Safety,75,Public Administration,751,Central Government Administration,7510,Central Government Administration
O,Public Administration and Safety,75,Public Administration,752,State Government Administration,7520,State Government Administration
O,Public Administration and Safety,75,Public Administration,753,Local Government Administration,7530,Local Government Administration
O,Public Administration and Safety,75,Public Administration,754,Justice,7540,Justice
O,Public Administration and Safety,75,Public Administration,755,Government Representation,7551,Domestic Government Representation
O,Public Administration and Safety,75,Public Administration,755,Government Representation,7552,Foreign Government Representation
O,Public Administration and Safety,76,Defence,760,Defence,7600,Defence
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",771,Public Order and Safety Services,7711,Police Services
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",771,Public Order and Safety Services,7712,Investigation and Security Services
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",771,Public Order and Safety Services,7713,Fire Protection and Other Emergency Services
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",771,Public Order and Safety Services,7714,Correctional and Detention Services
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",771,Public Order and Safety Services,7719,Other Public Order and Safety Services
O,Public Administration and Safety,77,"Public Order, Safety and Regulatory Services",772,Regulatory Services,7720,Regulatory Services
P,Education and Training,80,Preschool and School Education,801,Preschool Education,8010,Preschool Education
P,Education and Training,80,Preschool and School Education,802,School Education,8021,Primary Education
P,Education and Training,80,Preschool and School Education,802,School Education,8022,Secondary Education
P,Education and Training,80,Preschool and School Education,802,School Education,8023,Combined Primary and Secondary Education
P,Education and Training,80,Preschool and School Education,802,School Education,8024,Special School Education
P,Education and Training,81,Tertiary Education,810,Tertiary Education,8101,Technical and Vocational Education and Training
P,Education and Training,81,Tertiary Education,810,Tertiary Education,8102,Higher Education
P,Education and Training,82,"Adult, Community and Other Education",821,"Adult, Community and Other Education",8211,Sports and Physical Recreation Instruction
P,Education and Training,82,"Adult, Community and Other Education",821,"Adult, Community and Other Education",8212,Arts Education
